Timestamp,Campus Energy Centre Boiler B-2 Efficiency (%),Campus Energy Centre Boiler B-2 Energy (MWh),Campus Energy Centre Boiler B-2 Entering Water Temp (K),Campus Energy Centre Boiler B-2 Exhaust CO (ppm),Campus Energy Centre Boiler B-2 Exhaust CO2 (%),Campus Energy Centre Boiler B-2 Exhaust NOx (ppm),Campus Energy Centre Boiler B-2 Exhaust O2 (%),Campus Energy Centre Boiler B-2 Exhaust Temp (K),Campus Energy Centre Boiler B-2 Firing Rate (%),Campus Energy Centre Boiler B-2 Gas Flow Rate (m³/h),Campus Energy Centre Boiler B-2 Gas Pressure (kPa),Campus Energy Centre Boiler B-2 Leaving Water Temp (K),Campus Energy Centre Boiler B-2 Leaving Water Temp Setpoint (K),Campus Energy Centre Boiler B-2 Power (MW),Campus Energy Centre Boiler B-2 Water Flow Rate (L/s),UBC Humidity (%RH),UBC Temp (K),fuel molar flowrate (mol/h),mole fraction H2O in air,mole fraction O2 in air,mole fraction N2 in air,air inlet molar flowrate (mol/h),flue gas molar flowrate (mol/h),mole fraction O2 in flue gas,mole fraction N2 in flue gas,mole fraction H2O in flue gas,mole fraction CO2 in flue gas
2021-01-01 00:00:00+00:00,86.70000267028809,0.0,362.5865547943115,5.827500000000001,10.755305530230208,23.517777777777777,2.98899999866883,383.30555555555554,30.938333333333343,783.652813805474,135.3374137878418,372.7,373.15,7.223277897967233,217.68133773379856,98.0,280.15,45534.536842804446,0.009590655482118246,0.20798596234875516,0.7824233821691265,539503.3652564937,593006.446046789,0.029889999986688273,0.7118304540357486,0.177654345351713,0.08062520062585002
2021-01-01 01:00:00+00:00,86.69999885559082,0.0,361.9949974060058,1.314722222222222,10.75544445647134,23.39333333333333,3.0012221994168224,382.65277777777777,30.96555555555556,783.9632658894853,135.0747184753418,372.8380555555556,373.15,7.3651945927408,217.7377289242216,98.0,280.0500000953674,45480.3907353098,0.009525680160353505,0.20799960716632576,0.7824747126733207,539227.2468810816,592666.7059950706,0.03001222199416822,0.7119206812208031,0.1774916067346858,0.08057549005034285
2021-01-01 02:00:00+00:00,86.69999885559082,0.0,362.2644982655843,1.8394444444444444,10.665555545224084,24.07638888888889,2.897888895289765,383.01138888888886,31.31638888888889,783.8749766370983,135.51842498779297,372.625,373.15,7.373166773584154,217.60555018954807,98.0,280.15,45608.364561393035,0.009590655482118246,0.20798596234875516,0.7824233821691265,537354.9118766572,590944.740236294,0.028978888952897658,0.7114693116781293,0.1785141328516028,0.08103766651737009
2021-01-01 03:00:00+00:00,86.55000114440918,0.0,362.4549983978271,7.601111111111112,10.805027798281776,23.906666666666663,2.757972207301193,384.0438888888889,31.87194444444445,783.0525615776909,135.27142333984375,372.605,373.15,7.4734167508284255,217.51460125393345,97.5,280.0500000953674,45493.71231925603,0.009477540363709925,0.20800971652362094,0.7825127431126692,531362.4848575634,584817.5968326892,0.027579722073011917,0.710987353774876,0.1797520749541271,0.08168084919798492
2021-01-01 04:00:00+00:00,86.64999771118164,45.59375,362.0299991607666,4.368611111111111,10.905111135641732,23.918888888888883,2.895527752389511,384.1747222222222,32.438611111111115,784.1719704352485,135.57050323486328,372.2683333333333,373.15,7.73397234082222,217.74013168758825,97.0,279.95000019073484,45675.78611225324,0.009365451436200956,0.2080332551983978,0.7826012933654012,537929.1168735875,591598.165555485,0.028955277523895113,0.7116046788429303,0.17837222055628266,0.08106782307689198
2021-01-01 05:00:00+00:00,86.57500076293945,0.0,361.58740463256834,3.6030555555555552,10.820361109839544,24.470277777777778,2.869083317153984,384.675,32.85861111111111,784.5499237738716,135.57309341430664,372.725,373.15,8.034444574647479,217.93053568946,97.0,279.95000019073484,45698.6739107269,0.009365451436200956,0.2080332551983978,0.7826012933654012,537325.9075300847,591021.8493751888,0.028690833171539858,0.711499838180831,0.17862179276043633,0.08118753588719288
2021-01-01 06:00:00+00:00,86.47500228881836,0.0,360.9448397360907,0.5,10.33999992026223,25.424166666666665,3.421277777221468,386.2983333333333,34.663611111111095,782.4893033515083,134.91445541381836,372.3411111111111,373.15,8.531750213040246,217.35814036899143,97.0,280.07500007152555,45336.97392168019,0.0094454413651367,0.2080164573133213,0.782538101321542,551753.3812961713,605024.3256541456,0.034212777772214674,0.713637493716346,0.17346888775963085,0.07868084075180858
2021-01-01 07:00:00+00:00,86.67500114440918,22.90625,360.4353906949361,1.2966666666666669,10.52383338769277,25.750555555555547,3.3157222104403714,387.50305555555553,35.304722222222225,782.3547981770834,134.8035011291504,372.7075,373.15,8.856777998606365,217.3207778930665,97.0,280.0000001430511,45304.03358602502,0.00939737622828082,0.20802655099206102,0.7825760727796581,547671.2439351643,600903.4833987437,0.03315722210440374,0.7132500028606543,0.17442992013473074,0.0791628549002113
2021-01-01 08:00:00+00:00,86.52499961853027,0.0,360.983240998586,0.0,10.568333200878566,25.922222222222217,3.158194454113642,388.63138888888886,35.93027777777778,782.3061356947155,134.6846466064453,373.4511111111111,374.1091666666666,9.118416759437984,217.3072603013781,97.5,279.95000019073484,45269.35797811839,0.009413272528414772,0.2080232127690329,0.7825635147025524,541901.6176304319,595093.113254721,0.0315819445411364,0.712615261494971,0.1759281914549596,0.07987460250893301
2021-01-01 09:00:00+00:00,86.52499961853027,0.0,360.797497177124,0.0,10.56986109548145,25.80361111111111,3.172555574443605,388.3791666666666,35.745,783.2850942993164,135.13325881958008,373.82499999999993,374.15,9.050972390174866,217.608360616896,98.0,280.02500011920927,45464.800110701945,0.009509496429555174,0.2080030057497934,0.7824874978206514,544790.4742547382,598211.6143848129,0.03172555574443604,0.7126102616287461,0.17586292339294346,0.07980125923387453
2021-01-01 10:00:00+00:00,86.5999984741211,0.0,361.0060008324517,0.0,10.514472438494364,25.37666666666665,3.233749974105093,387.64388888888885,35.21138888888889,783.3305481126572,134.85022735595703,373.4,374.15,8.924139019383324,217.514032113817,98.0,280.3499999284744,45319.61021042685,0.00972176628066612,0.20795842908106013,0.7823198046382738,545266.3354792247,598516.8774764762,0.03233749974105095,0.7127161640729175,0.17544049013272878,0.07950584605330276
2021-01-01 11:00:00+00:00,86.625,40.796875,361.5986962318421,0.0,10.58350007163154,25.1475,2.833249984880288,386.62888888888887,34.022222222222226,786.0048851013181,135.09811782836914,373.5288888888888,374.15,8.363111337688236,218.27913525899257,97.5,280.77500011920927,45488.968345912064,0.009955033341735964,0.20790944299823547,0.7821355236600287,534055.0220847786,587504.5598912253,0.028332499848802897,0.710978999786628,0.17938969857816098,0.08129880178640812
2021-01-01 12:00:00+00:00,86.72500228881836,0.0,362.14249458312986,1.915,10.560805645253922,24.874722222222218,3.015472247865465,387.2319444444444,33.750833333333325,784.040059424506,135.31576538085938,374.0805555555555,374.15,8.246916817559136,217.78890624576147,95.25,281.3000000953674,45363.53591422614,0.010078148617438259,0.20788358879033794,0.7820382625922238,538666.8507556614,591969.005454877,0.030154722478654642,0.7116218656706218,0.17776022497603813,0.08046318687468541
2021-01-01 13:00:00+00:00,86.64999961853027,0.0,362.0823970667521,1.6905555555555556,10.66200010617574,24.664444444444445,2.9779166505734134,385.1216666666666,32.5936111111111,782.1783099534774,134.99393463134766,374.07166666666666,374.15,7.803166785372628,217.27314244588223,94.5,281.5999998092651,45100.08434714963,0.010203252339995725,0.2078573170086009,0.7819394306514035,534376.340859455,587368.9399673559,0.029779166505734145,0.7113926244524359,0.17820581765841947,0.08062239138341049
2021-01-01 14:00:00+00:00,83.03844323158265,0.0,363.128414217631,30.49055555555556,10.865805412398444,23.895,2.619444427457121,383.88194444444446,31.135000000000005,782.6683007134329,135.32179260253906,373.56833333333327,374.15,7.33277787314521,217.41665828280983,96.0,281.82499995231626,45201.823070425984,0.010521050902914438,0.20779057931038797,0.7816883697866976,524157.7740578281,577269.9161655788,0.026194444274571193,0.7097685578972129,0.181819108250312,0.0822178895779037
2021-01-01 15:00:00+00:00,86.14566966586642,29.09375,363.4969243600633,19.26111111111112,10.817416656547124,24.01861111111111,2.855944433510303,383.46972222222223,30.708888888888897,784.6087647501625,135.4522819519043,373.9,374.15,7.395055681996876,217.9468801879884,96.0,282.275,45285.27870954095,0.010842350971602415,0.2077231062959635,0.7814345427324341,532957.4428940299,586167.6453777405,0.02855944433510303,0.710498709657302,0.1798224887384371,0.08111935726915792
2021-01-01 16:00:00+00:00,86.10172244601779,0.0,363.81499710083006,214.50333333333333,10.810805566045977,24.30944444444445,2.7413055256505805,383.1711111111111,29.81611111111112,784.1629808383517,135.61944961547852,373.9,374.15,6.986500062942505,217.8230510754056,93.0,282.82500019073484,45227.282872359436,0.010898982394675754,0.2077112136971181,0.7813898039082061,528587.7511988195,581729.8085738418,0.027413055256505805,0.7100084492319717,0.1809449840151807,0.08163351149634175
2021-01-01 17:00:00+00:00,86.57500076293945,0.0,363.4097768423292,2.793888888888889,10.733722260793051,24.05611111111111,2.889555532948839,383.68305555555554,31.1275,783.5777357143825,135.22121047973633,373.9,374.15,7.226472350888783,217.6604832246569,89.75,282.49999990463255,45112.65993985573,0.01029700614810894,0.20783762870889713,0.781865365142994,531682.9358686632,584690.3112979938,0.02889555532948838,0.7109823179221165,0.17910779827133788,0.08101432847705724
2021-01-01 18:00:00+00:00,86.70000076293945,0.0,363.16227007971867,2.9402777777777773,10.605333292749192,24.0425,3.088527768866883,383.49,30.821111111111108,784.1036706373426,135.58965301513672,373.9,374.15,7.245194522009954,217.8051867718168,85.75,282.4749998092651,45269.948358847294,0.009826211514806005,0.20793649558189073,0.7822372929033032,539832.4819223648,593024.6712440104,0.03088527768866881,0.7120734090107841,0.17688706663644624,0.08015424666410073
2021-01-01 19:00:00+00:00,86.82500267028809,0.0,364.01120658450657,1.9138888888888888,10.783194493452708,24.164166666666667,2.902833349903424,382.95,29.13611111111112,785.6297463819716,135.37022018432617,373.81444444444446,374.15,6.785305579503377,218.2442280790542,84.5,282.4250000953674,45292.66721781391,0.009652114483049397,0.20797305595855964,0.782374829558391,533836.0286720138,587054.9126529451,0.029028333499034234,0.711449411192147,0.17851228579201564,0.08100996951680313
2021-01-01 20:00:00+00:00,86.625,0.0,363.4894875272115,0.7783333333333333,10.823972119755217,24.062222222222218,2.9978055464227995,383.0938888888888,29.87083333333333,783.8755632527668,135.5121078491211,373.5933333333333,374.15,6.941666777928669,217.7432131746081,87.0,282.15,45282.99588817433,0.009754064753037368,0.20795164640186217,0.7822942888451005,536918.2807137691,590125.800882374,0.02997805546422798,0.7117602788267744,0.17769046273585337,0.08057120297314421
2021-01-01 21:00:00+00:00,86.7750015258789,43.40625,363.8124603271484,0.1316666666666666,10.7136109190517,24.51388888888889,2.794527794851197,381.7263888888889,29.170277777777788,784.5583106486002,135.6711463928223,373.9,374.15,6.613333378897771,218.1269856262208,86.0,282.2500001430511,45359.551408698506,0.009707696410779721,0.20796138375373627,0.782330919835484,531121.8206819155,584419.2935871363,0.02794527794851197,0.7109844371639099,0.17957480809248785,0.08149547679509012
2021-01-01 22:00:00+00:00,86.75000190734863,0.0,364.3036761029561,0.7391666666666666,10.869166618453132,24.392222222222223,2.9370277818706296,381.6972222222222,28.06,783.4176075575085,135.63884353637695,374.15,374.15,6.497472363975314,217.6673353322347,87.75,282.07499995231626,45310.91054430489,0.009788108564089367,0.20794449720154123,0.7822673942343694,535261.0398975293,588501.3597870875,0.02937027781870628,0.7114975215474537,0.17828879172696396,0.08084340890687611
2021-01-01 23:00:00+00:00,86.69999694824219,0.0,364.00475026448566,0.59,10.855583473311528,24.207500000000003,2.996750013000435,381.2194444444444,28.53805555555555,786.3098092651366,135.13085174560547,373.9,374.15,6.531722240447998,218.36227309756808,91.0,281.82499995231626,45348.055758989336,0.009978547460354703,0.2079045050333255,0.7821169475063198,537797.0872076255,591081.052724438,0.02996750013000434,0.7116117396859128,0.17786419636349088,0.08055656382059184
2021-01-02 00:00:00+00:00,86.9000015258789,0.0,364.2937476158142,4.306111111111111,10.525305525461834,24.0975,3.1335833172003427,380.8861111111111,28.922222222222224,781.9117394171818,135.67708206176758,373.4,374.15,6.522166706985899,217.303100980123,92.25,281.6750000953674,45300.80349565525,0.010013014213242072,0.20789726701521916,0.7820897187715388,541834.7756678871,595063.219775282,0.03133583317200343,0.7121317420403943,0.17659832351950397,0.07993410126809829
2021-01-02 01:00:00+00:00,86.62500190734863,0.0,363.7600025177002,0.4366666666666667,10.825194428496893,24.377777777777773,2.9761944473783166,382.2388888888888,29.301111111111112,782.1209621514213,135.5402717590332,374.15,374.15,6.791166753504011,217.2558231353761,92.75,281.5249997615814,45291.35261611242,0.009965873834625907,0.20790716649472857,0.7821269596706456,536435.4266273768,589652.7659513089,0.029761944473783164,0.7115384401034787,0.17804889521421982,0.08065072020851846
2021-01-02 02:00:00+00:00,86.85000038146973,33.703125,363.8224967956543,1.225,10.785222131941056,24.289444444444445,2.9865833226839698,382.2344444444444,29.32888888888889,783.4022044711644,135.51932907104492,374.15,374.15,6.683638927671645,217.61172420925567,91.75,281.70000019073484,45330.35964879468,0.009976002086585474,0.20790503956181705,0.7821189583515975,537248.2121769778,590511.3847643116,0.029865833226839687,0.7115730922814052,0.17795826333641787,0.0806028111553371
2021-01-02 03:00:00+00:00,86.69999694824219,0.0,363.6574939727783,9.054166666666667,10.940027753776976,24.32666666666667,2.60100000311931,383.4833333333333,30.439444444444444,783.8779356723359,135.49990463256836,373.9,374.15,7.050638969209458,217.74387218475349,93.0,281.4749998092651,45387.63797147689,0.009958953834177985,0.2079086196948226,0.7821324264709993,525383.1756061496,578713.6502226349,0.0260100000311931,0.7100562044904136,0.18158388053908478,0.08234991493930853
2021-01-02 04:00:00+00:00,86.75000190734863,0.0,363.7899974822998,1.5552777777777778,10.709971991115149,23.792777777777776,2.7740555515554224,382.7291666666666,29.794166666666666,784.068689405653,135.3013153076172,373.9,374.15,6.931194505691527,217.7982479053074,94.25,281.2500001430511,45368.412012571695,0.009939885838309135,0.20791262397395507,0.7821474901877358,530705.1534842411,584013.0375990128,0.027740555515554235,0.710754173458024,0.17993717314791507,0.08156809787850668
2021-01-02 05:00:00+00:00,85.65733538309733,0.0,362.6722794342041,23.32611111111112,10.963083203898536,24.65277777777778,2.928694421450297,384.76388888888886,31.638055555555564,782.9016398111978,135.5338363647461,373.65,374.15,7.538916762140063,217.5333029852974,94.5,281.15000023841856,45394.87512856468,0.00989908800937553,0.20792119151803115,0.7821797204725933,536047.8352748102,589386.8135508738,0.029286944214502984,0.7113931569475104,0.17844835948706636,0.08087153935092012
2021-01-02 06:00:00+00:00,86.62500190734863,25.796875,362.45025445302326,14.253333333333332,10.828972293270958,24.43833333333333,2.7656944348414743,384.65277777777777,32.785833333333336,782.5166902330185,135.1565818786621,374.15,374.15,7.8007779165109,217.3657481469049,95.25,281.100000166893,45254.30955081792,0.009943305773871366,0.207911905787487,0.7821447884386417,529102.3157611799,582276.129483391,0.027656944348414723,0.7107188460406013,0.18001855445469742,0.08160565515628647
2021-01-02 07:00:00+00:00,86.32500267028809,0.0,361.4633678436279,1.44,10.609472085369958,25.599444444444448,3.058361088633538,388.1886111111111,34.50888888888888,782.0377084520126,134.61800384521484,373.25055555555554,374.15,8.602666841083103,217.23269716474755,95.25,280.94999995231626,45070.43859591471,0.009843207300636363,0.20793292646686637,0.7822238662324973,536459.9207161966,589417.6860663965,0.030583610886335367,0.7119429280480256,0.1771841150815763,0.0802893459840625
2021-01-02 08:00:00+00:00,86.5,21.59375,360.7973649787903,0.6688888888888889,10.48094463798735,26.3825,3.4429999815755425,388.57055555555553,36.10888888888889,782.8162247043183,135.09877395629883,374.0388888888889,374.15,9.01108355522156,217.4954563013713,97.0,280.9250000953674,45280.45854339697,0.010005344983231796,0.20789887755352132,0.7820957774632469,552195.788590034,605400.3273785254,0.034429999815755424,0.7133626710433334,0.17367337512664505,0.0785339540142662
2021-01-02 09:00:00+00:00,86.5,0.0,360.1267744255066,0.0,10.650000095367432,27.337777777777774,3.183638909657796,390.1033333333333,36.68194444444445,783.2508563232419,134.90987396240234,373.9,374.15,9.52769467274348,217.56968343098973,96.5,280.95000019073484,45238.22518034682,0.009971095384216302,0.20790606996931457,0.7821228346464691,542748.6283767154,595903.5429636228,0.03183638909657796,0.7123570596934564,0.17609543520765011,0.07971111600231554
2021-01-02 10:00:00+00:00,86.62499809265137,0.0,360.0357847044203,0.0,10.425000190734863,27.403611111111108,3.074999988079071,390.8058333333333,37.80777777777777,781.4849748569064,134.39917755126953,373.6638888888889,374.15,9.698416953616672,217.07777163187671,96.0,280.8499998092651,44981.382105729535,0.00985318914033285,0.2079308302805301,0.7822159805791371,535958.6655681207,588811.7895423529,0.03074999988079071,0.7120024438761648,0.1770344014627617,0.08021315478028274
2021-01-02 11:00:00+00:00,86.4000015258789,0.0,359.8831590779622,0.0,10.5,27.324166666666663,3.149999976158142,391.2855555555556,38.41777777777777,782.3280553181964,134.62710571289062,373.7216666666666,374.15,9.978750229411656,217.3147384304471,95.25,280.7249999284744,45126.359981689384,0.009694705899956583,0.20796411176100912,0.7823411823390344,540095.2934186135,593118.7663970985,0.03149999976158145,0.7124016543863192,0.17621101018642818,0.07988733566567123
2021-01-02 12:00:00+00:00,86.47500038146973,36.90625,359.71312295065985,0.0,10.612666583591038,27.369444444444444,2.959388918048806,391.3591666666666,38.51138888888889,783.9072419908312,134.6037635803223,373.7344444444444,374.15,9.978083554903666,217.69491319020605,94.0,280.82499995231626,45193.51203179289,0.009633607644999079,0.2079769423945502,0.7823894499604508,534512.9012954931,587615.2779328498,0.02959388918048804,0.7116854692963503,0.1779651039879287,0.08075553753523285
2021-01-02 13:00:00+00:00,86.52499961853027,0.0,359.8411934280395,0.0,10.464916570186611,27.360833333333336,3.032277800341447,390.9680555555556,37.08083333333335,782.5965524631074,134.81587600708008,373.5361111111111,374.15,9.66202795796924,217.45941344367145,94.75,280.975000166893,45164.92236945468,0.009808579318579676,0.20794019834309826,0.782251222338322,536695.1433249541,589763.9271090634,0.030322778003414468,0.7118618358822549,0.17740496033534314,0.08041042577898729
2021-01-02 14:00:00+00:00,86.45000076293945,0.0,360.27822580973304,0.0,10.387778111563788,27.386111111111106,3.173194380733702,390.7005555555555,36.96361111111111,784.3131847635904,134.65936279296875,373.7883333333333,374.15,9.532416921721566,217.86477474212649,95.25,281.1000000476837,45191.3385361288,0.009943305693969385,0.20791190580426644,0.7821447885017642,541815.2380845894,594915.0608645406,0.031731943807337,0.7123335626818101,0.17617368632271627,0.0797608071881367
2021-01-02 15:00:00+00:00,86.30000305175781,0.0,359.76923048231333,0.0,10.774999856948853,26.94944444444444,3.2189722228712503,390.8338888888889,37.76555555555555,783.3826580471463,134.38320922851562,373.2483333333333,374.15,9.703472333484225,217.6062946785821,96.75,281.02500011920927,45057.17768994933,0.010047378523455134,0.20789005051007442,0.7820625709664705,541819.3513243773,594761.5351100678,0.03218972222871249,0.7124479474243577,0.17581778386631136,0.07954454648061848
2021-01-02 16:00:00+00:00,86.42500305175781,0.0,360.739994430542,0.0,10.489361172252233,26.595277777777778,3.086500030954679,389.57638888888886,36.60027777777776,783.6322053697372,134.61768341064453,373.3366666666666,374.15,9.177777948114606,217.6770022413466,97.0,280.95000019073484,45162.22518730656,0.010022241304735488,0.20789532932600555,0.782082429369259,538605.3791138801,591670.9937089653,0.030865000309546774,0.7119392497647656,0.17704928854617769,0.08014646137951
2021-01-02 17:00:00+00:00,86.6500015258789,44.0,361.47497787475584,0.3583333333333333,10.734749929640028,25.13,3.049222205082576,387.1997222222222,34.3686111111111,782.8585117594398,134.69143295288086,373.9083333333333,374.15,8.66450016233656,217.44796649085163,97.0,280.95000019073484,45142.35318588493,0.010022241304735488,0.20789532932600555,0.782082429369259,537125.6504270979,590167.9154205127,0.030492222050825774,0.7117915470942718,0.1774010025839694,0.08031522827093303
2021-01-02 18:00:00+00:00,86.67499923706055,0.0,361.7421891593933,0.6583333333333333,10.509916716946496,25.40111111111112,3.075222218301561,387.18805555555554,34.16444444444445,782.9121235148109,134.88152313232422,373.4,374.15,8.391166858010822,217.4260535303752,96.75,280.775,45237.33620922384,0.009879212604828262,0.20792536535298606,0.7821954220421857,539032.443331756,592186.3133775941,0.030752222183015588,0.7119865825697859,0.17705129855308457,0.08020989669411398
2021-01-02 19:00:00+00:00,86.69999885559082,0.0,361.6569842020671,4.471111111111112,10.567666683461926,25.40416666666667,3.176611088530884,386.63388888888886,34.093055555555566,782.499809485541,135.4095687866211,373.84,374.15,8.506444560951657,217.36237865448,91.5,280.45000019073484,45443.11890667309,0.009144644578501475,0.20807962463851468,0.7827757307829838,544431.5769910382,597827.241706379,0.031766110885308854,0.7128611675909596,0.17555823412129568,0.07981448740243582
2021-01-02 20:00:00+00:00,86.75000190734863,0.0,362.1374973297119,2.078333333333333,10.59072227583991,24.7225,3.010222223798434,385.64222222222224,33.71638888888888,784.0865138922798,134.90665817260742,373.4,374.15,8.112444682651097,217.8018105612861,91.25,280.37500002384184,45378.28325535365,0.009073602823074218,0.20809454340715441,0.7828318537697714,538028.6747620658,591348.1575871063,0.030102222237984318,0.712247056901061,0.17707687141744322,0.08057384944351136
2021-01-02 21:00:00+00:00,86.23166548411051,38.796875,362.7110744942559,30.376944444444444,10.785000024901498,24.699166666666663,2.783472211394045,385.4472222222222,32.67,784.654671274821,135.08802032470703,373.81916666666666,374.15,7.848027900722292,217.9596311484444,90.0,280.32500007152555,45480.32408515308,0.008920090878878862,0.20812678091543543,0.7829531282056857,531688.1033387387,585127.4841387935,0.027834722113940474,0.7114464369273571,0.1791052753958117,0.08161356556289072
2021-01-02 22:00:00+00:00,85.40922409375509,0.0,362.6875154389275,25.17388888888889,10.770416715939838,24.38222222222221,2.850027769025829,385.37638888888887,32.21527777777777,782.8914092169866,135.13430404663086,373.4,374.15,7.708861259089576,217.469836921692,86.5,280.29999985694883,45397.717617158494,0.008561621048593777,0.2082020595797953,0.7832363193716109,532663.2486916027,586005.5668917638,0.028500277690258296,0.7119406810119837,0.17821578077064318,0.08134326052711492
2021-01-02 23:00:00+00:00,86.82500076293945,0.0,362.8005343119303,7.154166666666668,10.82716667705112,24.646944444444443,2.6565555658936493,385.0249999999999,31.650277777777784,783.7408955552839,135.47550201416016,373.65,374.15,7.589111241367128,217.7067310629951,86.0,280.1499998807907,45586.120171266484,0.008426184861282455,0.2082305011791307,0.7833433139595869,528523.2563736928,582086.947574931,0.026565555658936486,0.7112599945374749,0.17994373430782798,0.08223071549576051
2021-01-03 00:00:00+00:00,86.55000114440918,0.0,362.4049991607666,2.2369444444444446,10.65697223160002,24.631666666666664,2.956388891008165,385.6783333333333,32.785000000000004,783.0350412156846,135.18584823608398,373.7744444444444,374.15,7.929555744859908,217.5111197280885,92.0,279.4,45569.68282893879,0.00855948012718043,0.2082025091732921,0.7832380106995275,538181.8990281005,591726.2763521036,0.02956388891008166,0.7123640386360628,0.17721007784147869,0.08086199461237706
2021-01-03 01:00:00+00:00,86.4000015258789,0.0,362.48454415851165,8.985000000000001,10.643000054094529,25.05444444444444,3.095111112727059,385.74861111111113,33.27166666666666,782.8713103400335,135.44640350341797,373.5466666666666,374.15,8.123111312786737,217.46425335778144,93.75,278.82500007152555,45742.1026832417,0.008383612572150916,0.20823944135984832,0.7833769460680008,544753.2356047253,598500.2062575344,0.03095111112727059,0.7130275338369101,0.17577207973859918,0.08024927529721991
2021-01-03 02:00:00+00:00,86.62499809265137,36.609375,361.15876945919456,0.25,10.547110923131305,26.16166666666666,2.9841666738854515,388.2863888888888,36.03972222222223,782.7681363254125,135.22756576538086,373.8022222222222,374.15,8.889416904714373,217.4355940161812,94.5,278.4250000953674,45727.78029450664,0.008220478914344747,0.2082736994279876,0.7835058216576676,540757.9549688038,594488.0968148492,0.029841666738854522,0.7126921600210074,0.17670060439783056,0.08076556884230734
